points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
5.38,-0.34,44,837.03,52.4,0.0,62.86,1.08,2.69,0.74,0.61,0.16,0.8,1.84,4.29,DeJuan Blair,2012,24,DeJuan Blair@@@2013,2012-2013_blairde01_regular_season_box_scores.csv,Dallas Mavericks,"$884,293",C
16.75,0.43,27,1690.03,43.85,33.59,84.26,0.42,2.58,6.02,1.35,0.34,2.57,2.28,12.39,Jrue Holiday,2015,19,Jrue Holiday@@@2016,2015-2016_holidjr01_regular_season_box_scores.csv,New Orleans Pelicans,"$11,286,518",PG
26.1,4.6,39,2179.1,45.74,37.62,82.15,2.91,9.6,4.43,0.77,0.45,2.55,1.77,21.82,Kevin Love,2013,25,Kevin Love@@@2014,2013-2014_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$15,719,063",PF
16.37,5.29,50,2025.43,43.38,36.73,80.37,1.89,7.85,2.24,0.68,0.52,1.63,1.87,13.27,Kevin Love,2014,26,Kevin Love@@@2015,2014-2015_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$19,689,000",PF
27.3,2.01,47,2124.49,46.67,26.61,84.23,0.95,4.27,3.92,1.05,0.18,2.43,1.81,18.74,DeMar DeRozan,2016,31,DeMar DeRozan@@@2017,2016-2017_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$27,739,975",SF
26.6,5.98,41,2040.22,49.6,37.09,85.45,1.3,6.02,3.32,1.77,0.4,2.02,1.45,21.24,Kawhi Leonard,2018,27,Kawhi Leonard@@@2019,2018-2019_leonaka01_regular_season_box_scores.csv,LA Clippers,"$32,742,000",SF
5.83,1.17,32,1210.12,53.16,0.0,61.9,2.1,5.77,0.52,0.29,0.77,1.23,1.92,5.91,Omer Asik,2013,26,Omer Asik@@@2014,2013-2014_asikom01_regular_season_box_scores.csv,New Orleans Pelicans,"$8,374,646",C
4.08,-1.02,28,932.1,37.96,33.83,86.27,0.5,2.0,0.52,0.24,0.19,0.58,1.06,2.81,Anthony Tolliver,2012,23,Anthony Tolliver@@@2013,2012-2013_tollian01_regular_season_box_scores.csv,Charlotte Bobcats,"$884,293",PF
12.38,-0.54,10,1377.31,46.56,35.85,86.96,1.46,2.62,0.46,0.62,1.15,0.92,2.62,8.7,Brook Lopez,2021,34,Brook Lopez@@@2022,2021-2022_lopezbr01_regular_season_box_scores.csv,Milwaukee Bucks,"$13,906,976",C
28.04,6.43,46,2214.1,43.8,38.57,83.89,1.36,6.79,4.13,2.21,0.44,2.66,2.78,21.21,Paul George,2018,28,Paul George@@@2019,2018-2019_georgpa01_regular_season_box_scores.csv,LA Clippers,"$30,560,700",F
2.74,-1.94,12,933.13,47.69,0.0,58.97,1.55,3.71,0.48,0.16,0.32,0.45,1.65,3.28,Omer Asik,2016,29,Omer Asik@@@2017,2016-2017_asikom01_regular_season_box_scores.csv,Chicago Bulls,"$11,286,516",C
22.67,2.22,45,2291.13,42.93,30.48,82.38,0.65,3.7,3.96,1.09,0.35,2.23,2.49,15.15,DeMar DeRozan,2013,28,DeMar DeRozan@@@2014,2013-2014_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$10,100,000",SF
17.98,0.71,24,1637.84,48.21,36.99,85.62,0.65,2.1,4.31,0.61,0.24,1.61,1.12,13.13,Derrick Rose,2018,30,Derrick Rose@@@2019,2018-2019_rosede01_regular_season_box_scores.csv,Detroit Pistons,"$7,317,073",PG
25.26,7.86,50,2168.17,48.79,35.4,71.02,0.74,5.29,7.41,1.58,0.71,3.94,1.96,19.66,LeBron James,2014,30,LeBron James@@@2015,2014-2015_jamesle01_regular_season_box_scores.csv,Cleveland Cavaliers,"$22,970,500",SF
8.18,3.02,34,1075.77,46.65,35.83,81.33,0.39,1.96,3.3,0.39,0.07,1.16,1.3,6.51,Jarrett Allen,2019,22,Jarrett Allen@@@2020,2019-2020_brunsja01_regular_season_box_scores.csv,Cleveland Cavaliers,"$3,909,902",C
24.4,-0.39,37,2084.81,47.64,38.95,85.33,0.33,4.27,4.52,0.61,0.34,2.55,1.79,17.32,Zach LaVine,2021,25,Zach LaVine@@@2022,2021-2022_lavinza01_regular_season_box_scores.csv,Chicago Bulls,"$37,096,500",SG
18.0,4.84,55,1948.84,53.82,17.86,65.96,2.33,5.95,3.74,1.21,0.62,2.31,2.89,14.99,Blake Griffin,2012,26,Blake Griffin@@@2013,2012-2013_griffbl01_regular_season_box_scores.csv,LA Clippers,"$16,441,500",PF
17.6,4.74,44,1892.26,48.93,36.51,90.68,0.37,4.61,6.74,1.59,0.16,2.3,2.26,15.92,Chris Paul,2019,34,Chris Paul@@@2020,2019-2020_paulch01_regular_season_box_scores.csv,Phoenix Suns,"$41,358,814",PG
5.44,-0.95,32,838.77,46.1,0.0,71.43,1.41,1.86,0.31,0.28,0.94,0.67,2.0,4.25,Robin Lopez,2011,23,Robin Lopez@@@2012,2011-2012_lopezro01_regular_season_box_scores.csv,New Orleans Hornets,"$4,899,293",C
18.64,8.6,50,1910.22,45.99,37.99,91.86,0.64,4.76,7.88,1.66,0.24,2.21,2.43,17.45,Chris Paul,2017,32,Chris Paul@@@2018,2017-2018_paulch01_regular_season_box_scores.csv,Houston Rockets,"$35,654,150",PG
16.46,-4.56,19,2059.43,45.33,20.2,77.91,1.02,3.57,4.49,1.33,0.46,2.71,2.16,11.69,Tyreke Evans,2011,23,Tyreke Evans@@@2012,2011-2012_evansty01_regular_season_box_scores.csv,Sacramento Kings,"$5,250,825",G
24.42,0.7,34,1982.83,51.83,40.0,83.56,3.42,8.97,3.36,0.87,1.62,3.12,3.79,20.43,Karl-Anthony Towns,2018,23,Karl-Anthony Towns@@@2019,2018-2019_townska01_regular_season_box_scores.csv,Minnesota Timberwolves,"$27,285,000",C
19.2,-5.4,2,1631.6,49.35,0.0,62.5,1.6,2.0,1.2,0.2,0.8,1.2,1.6,11.98,Brook Lopez,2011,24,Brook Lopez@@@2012,2011-2012_lopezbr01_regular_season_box_scores.csv,Brooklyn Nets,"$13,668,750",C
3.21,-0.56,50,607.23,39.65,21.88,83.67,0.07,0.87,1.72,0.48,0.15,0.7,1.15,2.37,Jeff Teague,2009,16,Jeff Teague@@@2010,2009-2010_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$1,476,840",PG
29.63,-3.8,18,2120.08,43.71,36.09,86.05,0.53,3.72,9.33,1.08,0.13,4.82,1.73,21.87,Trae Young,2019,20,Trae Young@@@2020,2019-2020_youngtr01_regular_season_box_scores.csv,Atlanta Hawks,"$6,571,800",PG
16.09,3.74,26,1768.07,47.66,35.75,79.02,0.58,3.58,5.12,1.02,0.33,1.6,2.58,13.15,George Hill,2014,25,George Hill@@@2015,2014-2015_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$8,000,000",PG
25.34,6.58,50,2074.28,49.35,34.82,69.29,0.99,6.85,10.21,1.16,0.54,3.9,1.76,21.7,LeBron James,2019,35,LeBron James@@@2020,2019-2020_jamesle01_regular_season_box_scores.csv,Los Angeles Lakers,"$39,219,565",SF
17.11,1.56,40,2079.51,41.86,40.23,78.84,0.74,3.0,3.33,0.97,0.25,1.75,2.1,10.81,Bradley Beal,2013,20,Bradley Beal@@@2014,2013-2014_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$4,505,280",SG
16.22,5.12,44,1904.09,40.94,36.0,78.29,0.25,1.93,1.9,0.6,0.4,1.32,2.1,9.43,Eric Gordon,2018,29,Eric Gordon@@@2019,2018-2019_gordoer01_regular_season_box_scores.csv,Houston Rockets,"$14,057,730",SG
13.5,6.09,37,1945.79,62.16,0.0,68.23,2.95,7.79,1.43,0.79,2.3,1.91,2.73,14.04,Rudy Gobert,2017,24,Rudy Gobert@@@2018,2017-2018_goberru01_regular_season_box_scores.csv,Utah Jazz,"$23,241,573",C
7.06,-1.81,9,1019.83,55.28,33.33,59.26,1.89,1.61,1.5,0.06,0.5,1.22,1.86,5.46,Robin Lopez,2021,33,Robin Lopez@@@2022,2021-2022_lopezro01_regular_season_box_scores.csv,Cleveland Cavaliers,"$1,836,090",C
9.12,1.54,37,1456.99,39.66,27.21,82.69,1.34,2.29,4.49,0.88,0.13,1.71,2.54,8.17,Kyle Lowry,2009,23,Kyle Lowry@@@2010,2009-2010_lowryky01_regular_season_box_scores.csv,Houston Rockets,"$5,750,000",PG
24.66,1.19,30,2067.59,48.42,39.66,76.4,1.22,4.76,3.36,1.24,0.55,2.72,2.9,16.93,Jaylen Brown,2020,23,Jaylen Brown@@@2021,2020-2021_brownja02_regular_season_box_scores.csv,Boston Celtics,"$26,758,928",SG
23.1,4.31,48,2091.45,48.18,40.4,82.46,0.69,2.43,3.47,1.08,0.27,2.03,2.19,16.09,Bradley Beal,2016,23,Bradley Beal@@@2017,2016-2017_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$25,434,263",SG
18.27,7.06,56,1865.03,44.08,37.76,83.72,0.65,5.34,4.3,1.04,0.09,2.26,2.23,13.26,Khris Middleton,2018,29,Khris Middleton@@@2019,2018-2019_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$30,603,448",SF
16.11,-0.01,37,1877.94,48.07,34.71,84.07,0.77,4.3,1.73,0.73,0.48,1.17,1.62,11.64,Tobias Harris,2016,18,Tobias Harris@@@2017,2016-2017_harrito02_regular_season_box_scores.csv,LA Clippers,"$16,000,000",PF
7.36,2.42,40,1634.44,63.19,0.0,52.48,3.06,5.21,0.26,0.45,2.03,1.12,2.86,8.24,DeAndre Jordan,2011,22,DeAndre Jordan@@@2012,2011-2012_jordade01_regular_season_box_scores.csv,LA Clippers,"$10,986,550",C
23.77,0.7,29,2058.2,46.59,38.13,87.81,0.56,4.34,4.85,0.69,0.59,2.52,2.03,17.1,Brandon Ingram,2020,23,Brandon Ingram@@@2021,2020-2021_ingrabr01_regular_season_box_scores.csv,New Orleans Pelicans,"$29,467,800",SF
21.15,9.1,60,1982.97,50.55,44.33,87.43,1.32,5.53,2.58,1.78,0.99,1.46,1.85,18.04,Kawhi Leonard,2015,24,Kawhi Leonard@@@2016,2015-2016_leonaka01_regular_season_box_scores.csv,San Antonio Spurs,"$17,638,063",SF
18.49,4.1,38,1935.85,45.64,34.57,88.11,0.76,3.24,4.81,1.14,0.29,2.15,1.73,13.87,Jamal Murray,2019,20,Jamal Murray@@@2020,2019-2020_murraja01_regular_season_box_scores.csv,Denver Nuggets,"$27,285,000",PG
10.84,-1.3,48,1590.91,47.63,36.69,80.0,0.7,2.13,3.29,1.17,0.55,1.72,2.13,8.62,Shai Gilgeous-Alexander,2018,23,Shai Gilgeous-Alexander@@@2019,2018-2019_gilgesh01_regular_season_box_scores.csv,Oklahoma City Thunder,"$3,952,920",PG
23.14,2.23,44,2088.09,41.75,37.1,85.98,0.98,5.98,4.06,1.88,0.36,3.27,2.84,16.27,Paul George,2015,25,Paul George@@@2016,2015-2016_georgpa01_regular_season_box_scores.csv,Indiana Pacers,"$18,314,532",F
5.07,0.6,39,679.0,46.89,40.0,84.21,0.16,0.71,1.07,0.45,0.07,0.67,0.95,3.43,Patty Mills,2012,23,Patty Mills@@@2013,2012-2013_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$1,133,950",PG
16.92,7.48,57,1910.78,54.92,36.92,78.48,1.55,5.31,3.1,0.91,0.65,1.92,3.01,14.01,Pascal Siakam,2018,23,Pascal Siakam@@@2019,2018-2019_siakapa01_regular_season_box_scores.csv,Toronto Raptors,"$2,351,839",PF
8.6,-3.04,36,1296.38,49.8,25.0,76.29,0.86,2.04,0.69,0.56,0.23,0.81,2.29,5.72,DeMar DeRozan,2009,24,DeMar DeRozan@@@2010,2009-2010_derozde01_regular_season_box_scores.csv,Toronto Raptors,"$2,453,880",SF
7.95,1.71,38,1347.14,48.53,0.0,67.94,1.92,3.38,0.94,0.42,1.38,1.17,2.55,6.48,Taj Gibson,2012,23,Taj Gibson@@@2013,2012-2013_gibsota01_regular_season_box_scores.csv,Chicago Bulls,"$7,550,000",F
8.6,0.67,45,1561.18,46.68,38.1,80.26,1.66,2.34,1.4,0.95,0.38,0.76,1.18,8.0,Jimmy Butler,2012,23,Jimmy Butler@@@2013,2012-2013_butleji01_regular_season_box_scores.csv,Chicago Bulls,"$1,112,880",SF
18.33,-1.6,29,1921.51,54.21,34.09,81.09,2.79,7.67,1.96,0.71,1.68,2.23,2.99,15.37,Karl-Anthony Towns,2015,20,Karl-Anthony Towns@@@2016,2015-2016_townska01_regular_season_box_scores.csv,Minnesota Timberwolves,"$5,960,160",C
23.97,-1.03,12,2185.31,40.22,32.39,87.85,0.45,3.69,7.31,0.59,0.38,2.86,1.28,17.42,Damian Lillard,2021,31,Damian Lillard@@@2022,2021-2022_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$42,492,492",PG
15.9,-3.4,5,1867.5,35.37,34.04,84.38,0.9,2.3,4.3,0.5,0.1,3.4,1.5,7.44,Derrick Rose,2013,25,Derrick Rose@@@2014,2013-2014_rosede01_regular_season_box_scores.csv,Chicago Bulls,"$18,862,876",PG
16.39,-6.38,19,2266.14,40.95,29.57,76.59,0.51,4.09,8.32,1.75,0.51,3.78,2.54,13.02,John Wall,2010,20,John Wall@@@2011,2010-2011_walljo01_regular_season_box_scores.csv,Washington Wizards,"$5,530,080",PG
22.4,5.9,36,2244.03,46.41,41.24,81.92,0.8,3.97,6.95,1.47,0.32,2.88,2.83,18.38,Kyle Lowry,2016,30,Kyle Lowry@@@2017,2016-2017_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$31,200,000",PG
13.85,-0.96,19,1613.53,56.39,0.0,74.33,3.85,3.51,0.66,0.62,0.66,1.85,2.09,11.46,Nikola Pekovic,2011,22,Nikola Pekovic@@@2012,2011-2012_pekovni01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,837,200",C
6.39,3.74,52,1353.73,39.95,35.93,87.1,0.17,1.91,2.53,1.09,0.1,1.3,2.26,4.76,Mario Chalmers,2010,24,Mario Chalmers@@@2011,2010-2011_chalmma01_regular_season_box_scores.csv,Miami Heat,"$4,000,000",G
25.6,-1.37,32,2215.44,47.48,35.07,80.8,1.09,3.93,5.46,1.48,0.71,2.73,2.76,19.07,Bradley Beal,2018,25,Bradley Beal@@@2019,2018-2019_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$27,093,019",SG
16.51,1.46,37,1930.59,43.85,32.89,84.57,0.43,2.2,6.68,1.13,0.22,2.94,2.0,12.49,Jeff Teague,2013,20,Jeff Teague@@@2014,2013-2014_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$8,000,000",PG
15.24,-1.62,14,1975.13,41.85,38.44,88.8,0.22,1.98,2.69,0.96,0.31,1.62,2.18,9.9,Eric Gordon,2015,26,Eric Gordon@@@2016,2015-2016_gordoer01_regular_season_box_scores.csv,Houston Rockets,"$12,385,364",SG
4.29,-3.06,26,777.92,64.34,0.0,55.0,1.73,3.77,0.44,0.25,0.73,0.77,1.48,4.87,DeAndre Jordan,2021,32,DeAndre Jordan@@@2022,2021-2022_jordade01_regular_season_box_scores.csv,Denver Nuggets,"$1,836,090",C
20.76,-0.47,41,2208.45,48.94,26.67,76.63,0.83,2.92,6.01,0.73,0.35,2.78,1.23,14.84,Derrick Rose,2009,21,Derrick Rose@@@2010,2009-2010_rosede01_regular_season_box_scores.csv,Chicago Bulls,"$5,546,160",PG
8.3,0.14,43,1276.04,43.92,40.8,79.17,0.63,1.95,1.23,0.72,0.22,0.84,1.26,5.86,Courtney Lee,2010,21,Courtney Lee@@@2011,2010-2011_leeco01_regular_season_box_scores.csv,Houston Rockets,"$2,225,093",G
16.92,1.48,50,2050.86,56.25,0.0,60.05,2.18,6.65,7.72,1.42,0.77,3.47,2.65,16.64,Ben Simmons,2018,24,Ben Simmons@@@2019,2018-2019_simmobe01_regular_season_box_scores.csv,Philadelphia 76ers,"$8,113,930",PG
17.94,3.41,45,2173.62,42.31,38.0,81.3,1.11,3.56,7.42,1.53,0.19,2.46,3.38,15.21,Kyle Lowry,2013,27,Kyle Lowry@@@2014,2013-2014_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$12,000,000",PG
14.53,4.89,47,1844.44,46.45,39.54,64.38,0.94,4.0,1.63,1.0,0.37,1.77,2.59,9.61,Jaylen Brown,2017,20,Jaylen Brown@@@2018,2017-2018_brownja02_regular_season_box_scores.csv,Boston Celtics,"$5,169,960",SG
15.29,0.61,42,1944.21,44.22,35.71,86.75,0.4,3.62,7.79,1.22,0.39,2.63,2.01,14.1,Jeff Teague,2016,23,Jeff Teague@@@2017,2016-2017_teaguje01_regular_season_box_scores.csv,Minnesota Timberwolves,"$19,000,000",PG
14.3,10.25,52,1847.92,67.53,0.0,62.3,3.38,10.14,1.25,0.56,2.68,1.66,2.3,16.14,Rudy Gobert,2020,27,Rudy Gobert@@@2021,2020-2021_goberru01_regular_season_box_scores.csv,Utah Jazz,"$35,344,828",C
30.57,5.4,45,2026.41,49.93,37.05,81.44,2.15,9.56,4.18,1.13,1.46,3.15,2.66,25.12,Joel Embiid,2021,27,Joel Embiid@@@2022,2021-2022_embiijo01_regular_season_box_scores.csv,Philadelphia 76ers,"$33,616,770",C
16.18,4.7,50,1950.94,41.79,37.29,82.18,0.92,4.25,2.48,0.9,0.51,1.56,1.83,11.91,Danilo Gallinari,2012,25,Danilo Gallinari@@@2013,2012-2013_gallida01_regular_season_box_scores.csv,Boston Celtics,"$10,146,925",PF
18.15,-0.42,33,2166.08,44.4,39.61,88.78,0.56,3.27,4.19,1.66,0.24,2.28,2.58,13.24,Khris Middleton,2015,26,Khris Middleton@@@2016,2015-2016_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$15,200,000",SF
23.57,-0.21,31,2230.51,45.16,35.64,76.01,1.24,2.76,2.3,1.0,0.37,2.28,2.23,14.39,Andrew Wiggins,2016,21,Andrew Wiggins@@@2017,2016-2017_wiggian01_regular_season_box_scores.csv,Minnesota Timberwolves,"$7,574,323",SF
17.27,0.84,39,1885.84,45.83,37.07,72.66,0.53,3.22,7.28,1.64,0.56,2.8,2.52,14.34,De'Aaron Fox,2018,21,De'Aaron Fox@@@2019,2018-2019_foxde01_regular_season_box_scores.csv,Sacramento Kings,"$6,392,760",PG
19.82,1.36,12,2167.45,43.79,40.85,95.16,3.0,3.45,0.77,0.45,0.32,0.91,2.14,13.91,Ryan Anderson,2013,22,Ryan Anderson@@@2014,2013-2014_anderry01_regular_season_box_scores.csv,New Orleans Pelicans,"$8,491,500",PF
8.3,-0.7,27,1322.41,66.55,0.0,68.03,2.52,7.5,1.88,0.32,0.93,1.32,2.04,9.96,DeAndre Jordan,2019,30,DeAndre Jordan@@@2020,2019-2020_jordade01_regular_season_box_scores.csv,Brooklyn Nets,"$10,375,678",C
22.42,-3.14,29,2057.93,43.34,35.87,83.29,0.84,5.08,2.88,0.81,0.46,2.07,2.68,14.32,Carmelo Anthony,2016,32,Carmelo Anthony@@@2017,2016-2017_anthoca01_regular_season_box_scores.csv,Oklahoma City Thunder,"$26,243,760",PF
20.98,3.72,51,2139.94,43.38,34.27,86.43,0.6,4.01,6.18,1.18,0.26,2.71,2.0,15.79,Damian Lillard,2014,24,Damian Lillard@@@2015,2014-2015_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$4,236,287",PG
7.27,3.8,59,1243.86,50.8,21.97,62.07,0.98,3.52,1.96,0.77,0.52,0.83,2.05,6.65,Pascal Siakam,2017,22,Pascal Siakam@@@2018,2017-2018_siakapa01_regular_season_box_scores.csv,Toronto Raptors,"$1,544,951",PF
24.78,0.22,19,2026.82,48.57,38.73,85.85,2.66,7.92,4.5,0.78,1.14,3.2,3.72,19.86,Karl-Anthony Towns,2020,25,Karl-Anthony Towns@@@2021,2020-2021_townska01_regular_season_box_scores.csv,Minnesota Timberwolves,"$31,650,600",C
16.12,3.38,50,2058.01,41.81,22.12,77.96,1.74,3.15,7.95,1.32,0.41,3.27,2.49,13.21,Russell Westbrook,2009,21,Russell Westbrook@@@2010,2009-2010_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$4,017,720",PG
24.85,8.6,36,2045.21,51.21,39.76,88.47,1.06,5.42,5.17,1.56,0.4,2.02,1.58,21.12,Kawhi Leonard,2020,29,Kawhi Leonard@@@2021,2020-2021_leonaka01_regular_season_box_scores.csv,LA Clippers,"$39,344,900",SF
8.32,1.65,60,1284.11,50.09,0.0,65.69,2.65,4.32,0.95,1.17,0.52,1.4,2.63,7.4,DeJuan Blair,2010,22,DeJuan Blair@@@2011,2010-2011_blairde01_regular_season_box_scores.csv,San Antonio Spurs,"$1,054,000",C
30.15,5.26,50,2370.23,47.6,36.47,90.0,1.28,6.32,2.82,1.37,1.02,3.3,2.09,22.08,Kevin Durant,2009,21,Kevin Durant@@@2010,2009-2010_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$6,053,663",PF
22.98,3.2,32,1771.63,47.69,33.14,80.69,2.76,8.86,2.98,0.88,1.27,3.12,3.41,18.3,Joel Embiid,2019,25,Joel Embiid@@@2020,2019-2020_embiijo01_regular_season_box_scores.csv,Philadelphia 76ers,"$29,542,010",C
14.09,5.4,55,2097.07,49.37,7.14,84.81,2.3,5.48,3.98,1.0,1.74,1.96,3.19,13.4,Marc Gasol,2012,27,Marc Gasol@@@2013,2012-2013_gasolma01_regular_season_box_scores.csv,Memphis Grizzlies,"$14,860,523",C
27.43,1.38,35,2323.45,45.22,40.24,84.84,1.88,6.19,3.14,1.23,0.66,2.57,2.91,19.26,Carmelo Anthony,2013,29,Carmelo Anthony@@@2014,2013-2014_anthoca01_regular_season_box_scores.csv,New York Knicks,"$22,458,401",PF
4.68,-0.5,45,968.2,35.03,35.26,83.84,0.26,0.93,2.24,0.45,0.04,0.89,0.84,3.71,D.J. Augustin,2012,27,D.J. Augustin@@@2013,2012-2013_augusdj01_regular_season_box_scores.csv,Chicago Bulls,"$650,215",G
22.27,0.07,25,2262.93,44.99,36.43,82.47,0.8,2.12,4.36,1.27,0.32,2.7,2.05,15.24,Eric Gordon,2010,21,Eric Gordon@@@2011,2010-2011_gordoer01_regular_season_box_scores.csv,New Orleans Hornets,"$3,831,184",SG
13.6,5.67,50,1763.65,41.79,40.32,86.0,1.56,3.03,0.94,0.43,0.19,0.76,1.97,9.43,Ryan Anderson,2016,25,Ryan Anderson@@@2017,2016-2017_anderry01_regular_season_box_scores.csv,Houston Rockets,"$19,578,455",PF
10.75,4.42,55,1784.42,43.9,40.0,76.95,2.49,4.15,1.12,0.36,2.25,1.83,3.32,8.12,Roy Hibbert,2013,27,Roy Hibbert@@@2014,2013-2014_hibbero01_regular_season_box_scores.csv,Indiana Pacers,"$14,898,938",C
23.31,8.0,38,2023.24,46.69,41.11,86.84,0.83,5.81,5.19,1.15,0.44,3.31,2.44,17.16,Paul George,2020,30,Paul George@@@2021,2020-2021_georgpa01_regular_season_box_scores.csv,LA Clippers,"$39,344,900",F
12.45,-1.84,9,1577.52,42.38,0.0,83.72,2.87,4.68,0.87,0.61,0.39,1.35,1.9,9.36,Nikola Pekovic,2014,25,Nikola Pekovic@@@2015,2014-2015_pekovni01_regular_season_box_scores.csv,Minnesota Timberwolves,"$12,100,000",C
6.67,-1.47,28,1371.95,40.05,35.14,57.14,1.53,2.88,0.95,0.72,0.24,1.21,1.41,4.51,Luc Mbah a Moute,2012,24,Luc Mbah a Moute@@@2013,2012-2013_mbahalu01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,588,384",F
6.32,0.07,45,1087.77,54.32,50.0,63.04,1.89,3.55,0.14,0.34,1.33,0.93,2.66,5.44,Serge Ibaka,2009,18,Serge Ibaka@@@2010,2009-2010_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$1,204,200",F
17.66,1.79,38,2148.45,39.28,33.33,83.68,0.53,3.66,6.12,1.18,0.44,2.32,1.75,13.08,Kemba Walker,2013,17,Kemba Walker@@@2014,2013-2014_walkeke02_regular_season_box_scores.csv,Charlotte Hornets,"$3,272,091",PG
13.03,0.89,41,1551.38,46.46,34.42,65.84,0.88,3.35,1.35,0.93,0.43,1.34,2.51,8.61,Jaylen Brown,2018,21,Jaylen Brown@@@2019,2018-2019_brownja02_regular_season_box_scores.csv,Boston Celtics,"$6,534,829",SG
20.37,4.25,45,2001.71,47.58,41.37,89.83,0.79,5.18,5.44,1.09,0.13,2.62,2.35,15.72,Khris Middleton,2020,31,Khris Middleton@@@2021,2020-2021_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$35,500,000",SF
22.9,1.71,45,2294.31,45.1,45.33,90.03,0.76,3.27,6.91,1.62,0.15,3.08,2.54,17.48,Stephen Curry,2012,24,Stephen Curry@@@2013,2012-2013_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$9,887,642",PG
10.14,3.43,23,1488.08,51.87,40.91,84.31,0.86,2.95,1.19,0.65,0.68,0.73,2.24,8.3,Nicolas Batum,2009,21,Nicolas Batum@@@2010,2009-2010_batumni01_regular_season_box_scores.csv,Portland Trail Blazers,"$1,196,760",PF
9.13,2.46,33,1900.36,55.93,0.0,56.89,3.41,7.54,1.49,0.74,2.21,1.87,2.67,10.61,Rudy Gobert,2015,22,Rudy Gobert@@@2016,2015-2016_goberru01_regular_season_box_scores.csv,Utah Jazz,"$2,121,288",C
7.8,-0.13,29,1244.05,45.32,29.71,76.24,0.61,3.07,1.07,1.02,0.43,1.15,2.08,5.71,Paul George,2010,20,Paul George@@@2011,2010-2011_georgpa01_regular_season_box_scores.csv,Indiana Pacers,"$2,406,240",F
17.56,3.65,45,2154.33,44.51,29.95,78.45,0.46,4.18,10.03,1.75,0.57,3.85,2.28,15.43,John Wall,2014,24,John Wall@@@2015,2014-2015_walljo01_regular_season_box_scores.csv,Washington Wizards,"$15,851,950",PG
29.97,1.27,33,2248.8,46.26,40.06,88.8,0.5,3.8,8.03,1.06,0.33,2.94,1.73,23.87,Damian Lillard,2019,29,Damian Lillard@@@2020,2019-2020_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$31,626,953",PG
15.79,4.77,51,2023.63,54.51,0.0,56.01,1.79,6.35,8.16,1.73,0.86,3.43,2.6,15.84,Ben Simmons,2017,23,Ben Simmons@@@2018,2017-2018_simmobe01_regular_season_box_scores.csv,Philadelphia 76ers,"$6,434,520",PG
23.16,2.35,36,2080.49,44.38,39.87,84.68,0.57,3.33,5.49,1.08,0.28,2.13,1.51,17.09,Kemba Walker,2016,20,Kemba Walker@@@2017,2016-2017_walkeke02_regular_season_box_scores.csv,Charlotte Hornets,"$12,000,000",PG
11.54,7.6,56,2063.44,70.97,25.0,39.7,4.84,10.11,0.74,0.99,2.23,1.33,2.99,14.41,DeAndre Jordan,2014,25,DeAndre Jordan@@@2015,2014-2015_jordade01_regular_season_box_scores.csv,LA Clippers,"$19,689,000",C
17.81,-2.52,10,1752.67,43.32,32.86,82.46,0.3,1.85,2.63,0.52,0.48,1.89,1.63,11.28,Eric Gordon,2020,31,Eric Gordon@@@2021,2020-2021_gordoer01_regular_season_box_scores.csv,Houston Rockets,"$18,218,818",SG
7.73,2.59,46,867.17,43.56,36.97,86.59,1.11,2.1,0.59,0.4,0.22,0.89,1.29,5.39,Ryan Anderson,2009,18,Ryan Anderson@@@2010,2009-2010_anderry01_regular_season_box_scores.csv,Orlando Magic,"$1,409,040",PF
